prompt_level,left_condition,right_condition,left_architecture,right_architecture,topic,topic_key,n_left,n_right,n_matched_inputs,n_unmatched_pairs,primary_eligible,mean_same_input_route_similarity,mean_different_input_route_similarity,architecture_route_displacement,same_input_similarity_advantage,analysis_role,c4_also_changes_second_model
P2,C1-P2,C2-P2,C1,C2,Drug Testing,drug testing,2,2,2,2,False,0.37715680929747963,0.3964665065802423,0.6228431907025204,-0.01930969728276266,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Family Finance,family finance,5,5,5,20,True,0.37158867638045245,0.36625018116456964,0.6284113236195475,0.00533849521588281,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Job Benefits,job benefits,5,5,5,20,True,0.35160645096828913,0.33685258841540544,0.6483935490317109,0.01475386255288369,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Music,music,2,2,2,2,False,0.35417239269318174,0.3418232726696798,0.6458276073068183,0.012349120023501914,exploratory,False
P2,C1-P2,C2-P2,C1,C2,News Media,news media,4,4,4,12,True,0.3278481883132398,0.3420843036711301,0.6721518116867602,-0.014236115357890267,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Recycling,recycling,3,3,3,6,True,0.4707887578158178,0.45984058312796855,0.5292112421841821,0.010948174687849255,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Taxes,taxes,2,2,2,2,False,0.26383699325615456,0.25726331611883035,0.7361630067438454,0.0065736771373242076,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Trial By Jury,trial by jury,6,6,6,30,True,0.378715716593101,0.38096619530946885,0.621284283406899,-0.002250478716367854,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Buying A Car,buying a car,2,2,2,2,False,0.3872482117884596,0.4018013637535257,0.6127517882115404,-0.014553151965066125,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.39009574102156624,0.3855316330818182,0.6099042589784338,0.004564107939748041,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Care Of The Elderly,care of the elderly,5,4,4,16,True,0.35984009680807716,0.32876650896197934,0.6401599031919228,0.031073587846097817,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Child Care,child care,2,1,1,1,False,0.29785612270287976,0.35220347424175913,0.7021438772971202,-0.054347351538879374,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Crime,crime,4,4,4,12,True,0.4905770586820233,0.5041589791585211,0.5094229413179767,-0.013581920476497866,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Drug Testing,drug testing,2,2,2,2,False,0.41681992555641845,0.35548144259821735,0.5831800744435816,0.0613384829582011,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Family Finance,family finance,5,5,5,20,True,0.4003156614623663,0.41665314500293216,0.5996843385376337,-0.016337483540565856,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Job Benefits,job benefits,5,5,5,20,True,0.4374658173270543,0.4262428458092339,0.5625341826729457,0.011222971517820424,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Music,music,2,2,2,2,False,0.3820393093855974,0.410119386677435,0.6179606906144026,-0.028080077291837646,exploratory,False
P2,C1-P2,C3-P2,C1,C3,News Media,news media,4,4,4,12,True,0.3243073546832541,0.3422361902627098,0.6756926453167459,-0.017928835579455682,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Recycling,recycling,3,2,2,4,False,0.5413925131513685,0.4757605148398367,0.4586074868486315,0.06563199831153177,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Taxes,taxes,2,2,2,2,False,0.2720665814513999,0.29151670398178897,0.7279334185486002,-0.01945012253038908,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.4441462700380013,0.44280228002980654,0.5558537299619988,0.0013439900081947398,exploratory,False
P2,C1-P2,C4-P2,C1,C4,Buying A Car,buying a car,2,2,2,2,False,0.45638706023483633,0.43216069785092964,0.5436129397651637,0.024226362383906686,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.3322784388210186,0.36029447655255764,0.6677215611789814,-0.028016037731539045,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.40800136701167755,0.4080877966182298,0.5919986329883224,-8.642960655225185e-05,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Child Care,child care,2,2,2,2,False,0.32100565370528633,0.2953653018798096,0.6789943462947137,0.025640351825476748,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Crime,crime,4,4,4,12,True,0.4516425940217091,0.4619112106800914,0.548357405978291,-0.010268616658382301,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Drug Testing,drug testing,2,2,2,2,False,0.3691868064090805,0.34726077019766527,0.6308131935909195,0.021926036211415256,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Family Finance,family finance,5,5,5,20,True,0.4149226648723873,0.4316511973001119,0.5850773351276126,-0.016728532427724596,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Job Benefits,job benefits,5,5,5,20,True,0.3787019217494757,0.35663652051111316,0.6212980782505243,0.022065401238362536,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Music,music,2,2,2,2,False,0.34062909290244275,0.33151246979440313,0.6593709070975573,0.009116623108039623,exploratory,True
P2,C1-P2,C4-P2,C1,C4,News Media,news media,4,4,4,12,True,0.34986981763291924,0.3616260935314864,0.6501301823670808,-0.011756275898567148,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Recycling,recycling,3,3,3,6,True,0.4564937935373384,0.476419137909051,0.5435062064626617,-0.019925344371712617,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Taxes,taxes,2,2,2,2,False,0.2788210611514298,0.3186989207159412,0.7211789388485702,-0.0398778595645114,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Trial By Jury,trial by jury,6,5,5,25,True,0.4520254170767011,0.44019708389394147,0.5479745829232989,0.01182833318275961,exploratory,True
P2,C2-P2,C3-P2,C2,C3,Buying A Car,buying a car,2,2,2,2,False,0.394122300455493,0.3723347979132088,0.605877699544507,0.02178750254228423,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.4496525527569992,0.44183154362869453,0.5503474472430008,0.00782100912830469,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Care Of The Elderly,care of the elderly,4,4,3,13,True,0.34163738506011304,0.37185933417634665,0.6583626149398869,-0.030221949116233604,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Child Care,child care,2,1,1,1,False,0.48547529305446,0.45084275761641646,0.51452470694554,0.034632535438043566,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Crime,crime,4,4,4,12,True,0.4603346735627179,0.4634059982954321,0.5396653264372822,-0.003071324732714209,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Drug Testing,drug testing,2,2,2,2,False,0.5097040643643729,0.48252587355024806,0.4902959356356271,0.027178190814124814,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Family Finance,family finance,5,5,5,20,True,0.42480941960059776,0.4370176553694288,0.5751905803994022,-0.012208235768831066,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Job Benefits,job benefits,5,5,5,20,True,0.38392094340152927,0.39707544252445104,0.6160790565984707,-0.01315449912292177,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Music,music,2,2,2,2,False,0.31578274069222917,0.3415143402044109,0.6842172593077709,-0.025731599512181735,exploratory,False
P2,C2-P2,C3-P2,C2,C3,News Media,news media,4,4,4,12,True,0.3470232693377173,0.36286967659622643,0.6529767306622827,-0.01584640725850911,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Recycling,recycling,3,2,2,4,False,0.4870764800520681,0.5040931880766272,0.5129235199479318,-0.01701670802455907,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Taxes,taxes,2,2,2,2,False,0.3574925581368884,0.3671277931959974,0.6425074418631116,-0.009635235059109015,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.426377064907358,0.41461617720312594,0.5736229350926421,0.01176088770423206,exploratory,False
P2,C2-P2,C4-P2,C2,C4,Buying A Car,buying a car,2,2,2,2,False,0.419876508443822,0.41597065326156113,0.5801234915561779,0.0039058551822608867,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.4095368518647553,0.4427744761485942,0.5904631481352447,-0.03323762428383892,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Care Of The Elderly,care of the elderly,4,5,4,16,True,0.39691112196407974,0.41349515957285127,0.6030888780359203,-0.01658403760877153,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Child Care,child care,2,2,2,2,False,0.3938853486553282,0.38996586712119685,0.6061146513446718,0.003919481534131353,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Crime,crime,4,4,4,12,True,0.4575253343586804,0.448556362603651,0.5424746656413195,0.00896897175502942,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Drug Testing,drug testing,2,2,2,2,False,0.48211217870173456,0.4797886538431502,0.5178878212982654,0.002323524858584336,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Family Finance,family finance,5,5,5,20,True,0.4123769154414645,0.4042093281441682,0.5876230845585355,0.008167587297296275,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Job Benefits,job benefits,5,5,5,20,True,0.36152787807422104,0.36794357178484705,0.638472121925779,-0.006415693710626003,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Music,music,2,2,2,2,False,0.2580393903592251,0.31516143115667516,0.7419606096407749,-0.05712204079745009,exploratory,True
P2,C2-P2,C4-P2,C2,C4,News Media,news media,4,4,4,12,True,0.40353485713978665,0.389801485414675,0.5964651428602133,0.013733371725111632,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Recycling,recycling,3,3,3,6,True,0.46655037651573555,0.4593532263157252,0.5334496234842645,0.007197150200010327,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Taxes,taxes,2,2,2,2,False,0.313594156962146,0.32728286980597465,0.686405843037854,-0.013688712843828665,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Trial By Jury,trial by jury,6,5,5,25,True,0.393570472555151,0.39316467355430845,0.606429527444849,0.00040579900084253273,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Buying A Car,buying a car,2,2,2,2,False,0.3692298848058378,0.4747056252961784,0.6307701151941623,-0.10547574049034059,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.5193220732330346,0.5479508419772632,0.4806779267669654,-0.028628768744228594,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Care Of The Elderly,care of the elderly,4,5,4,16,True,0.42082907420868865,0.43393794398711977,0.5791709257913114,-0.01310886977843112,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Child Care,child care,1,2,1,1,False,0.4634472208808861,0.4770545929234401,0.5365527791191139,-0.013607372042554022,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Crime,crime,4,4,4,12,True,0.5454487223126755,0.5566525682683175,0.4545512776873245,-0.011203845955642056,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Drug Testing,drug testing,2,2,2,2,False,0.5245246034282958,0.47152233835996815,0.47547539657170423,0.053002265068327614,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Family Finance,family finance,5,5,5,20,True,0.5027884824138423,0.4822268050412738,0.49721151758615767,0.020561677372568532,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Job Benefits,job benefits,5,5,5,20,True,0.4686381957134708,0.461763556984942,0.5313618042865291,0.006874638728528837,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Music,music,2,2,2,2,False,0.3380302833192167,0.34028565106384334,0.6619697166807833,-0.0022553677446266462,exploratory,True
P2,C3-P2,C4-P2,C3,C4,News Media,news media,4,4,4,12,True,0.4449652741057362,0.41932845430129134,0.5550347258942638,0.025636819804444877,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Recycling,recycling,2,3,2,4,False,0.46492847249949343,0.5132890185064186,0.5350715275005066,-0.04836054600692519,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Taxes,taxes,2,2,2,2,False,0.3282664491164419,0.319349233776616,0.671733550883558,0.008917215339825924,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Trial By Jury,trial by jury,6,5,5,25,True,0.502305176977318,0.4892588764287518,0.497694823022682,0.013046300548566203,exploratory,True
