condition,architecture,prompt_level,topic,topic_key,n_generated,n_human_pool,primary_eligible,generated_route_reuse,human_pool_matched_reuse,human_subsample_mean_q025,human_subsample_mean_q975,excess_route_reuse,human_subsample_nearest_p95,generated_above_human_nearest_p95_rate,human_subsample_upper_tail_fraction
C4-P2,C4,P2,Care Of The Elderly,care of the elderly,5,28,True,0.5458169309868568,0.40681362395466164,0.3586973924771605,0.4464538008513248,0.13900330703219516,0.45888598671658565,1.0,0.0004997501249375312
C4-P2,C4,P2,Child Care,child care,2,28,False,0.470687477933054,0.350346275924197,0.25961059056465796,0.4363334383628531,0.120341202008857,0.4278710234865447,1.0,0.0004997501249375312
C4-P2,C4,P2,Crime,crime,4,27,True,0.6122245444902004,0.3270971007089537,0.27469023476934573,0.38706316457494594,0.28512744378124666,0.39870449696493315,1.0,0.0004997501249375312
C4-P2,C4,P2,Drug Testing,drug testing,2,27,False,0.47174346643633713,0.33734538943120596,0.2235579411604317,0.43397795746714163,0.13439807700513118,0.41500073841117646,1.0,0.001999000499750125
C4-P2,C4,P2,Family Finance,family finance,5,28,True,0.5385227350838935,0.38922249061732095,0.3182185829342696,0.47997448331191117,0.14930024446657253,0.4837259179291912,1.0,0.0004997501249375312
C4-P2,C4,P2,Job Benefits,job benefits,5,26,True,0.5432095625544316,0.3225178195991604,0.2814824328807874,0.36610364479298035,0.22069174295527122,0.38085655516254036,1.0,0.0004997501249375312
C4-P2,C4,P2,Music,music,2,25,False,0.26465204194207415,0.2871886455281911,0.18132379915129515,0.38884186789112907,-0.022536603586116977,0.37383391159833645,0.0,0.6381809095452274
C4-P2,C4,P2,News Media,news media,4,31,True,0.4931882189928878,0.3662751714557748,0.29288618932758786,0.4449097620047622,0.12691304753711297,0.4550839709541892,1.0,0.0004997501249375312
C4-P2,C4,P2,Recycling,recycling,3,35,True,0.4895341467745471,0.3891564594833707,0.3103353497539128,0.4931633412722075,0.10037768729117641,0.4880872855198707,0.6666666666666666,0.031484257871064465
C4-P2,C4,P2,Taxes,taxes,2,26,False,0.3255785758212305,0.29648922217329826,0.19510796815660936,0.4018476781895678,0.029089353647932248,0.3847789636688983,0.0,0.29985007496251875
C4-P2,C4,P2,Trial By Jury,trial by jury,5,31,True,0.5142664265237762,0.39428995019688273,0.32406437412224537,0.45646083859084696,0.11997647632689346,0.47457669192441476,1.0,0.0004997501249375312
