prompt_level,left_condition,right_condition,left_architecture,right_architecture,topic,topic_key,n_left,n_right,n_matched_inputs,n_unmatched_pairs,primary_eligible,mean_same_input_route_similarity,mean_different_input_route_similarity,architecture_route_displacement,same_input_similarity_advantage,analysis_role,c4_also_changes_second_model
P2,C1-P2,C2-P2,C1,C2,Drug Testing,drug testing,2,2,2,2,False,0.30232956427660557,0.2690001047366094,0.6976704357233945,0.033329459539996165,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Family Finance,family finance,5,5,5,20,True,0.35173138079152494,0.3446056289829968,0.648268619208475,0.007125751808528147,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Job Benefits,job benefits,5,5,5,20,True,0.3365830935872821,0.35570197304395457,0.6634169064127179,-0.019118879456672455,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Music,music,2,2,2,2,False,0.37453196692730745,0.35759152915919534,0.6254680330726925,0.016940437768112104,exploratory,False
P2,C1-P2,C2-P2,C1,C2,News Media,news media,4,4,4,12,True,0.2776070947453304,0.2913251956213721,0.7223929052546696,-0.013718100876041694,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Recycling,recycling,3,3,3,6,True,0.40421534978943746,0.4016140879008399,0.5957846502105626,0.0026012618885975503,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Taxes,taxes,2,2,2,2,False,0.22868871562500198,0.23744763379102457,0.7713112843749981,-0.008758918166022589,exploratory,False
P2,C1-P2,C2-P2,C1,C2,Trial By Jury,trial by jury,6,6,6,30,True,0.3830014516860729,0.34806441454194226,0.6169985483139271,0.034937037144130656,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Buying A Car,buying a car,2,2,2,2,False,0.40662371342903086,0.39634257736176126,0.5933762865709691,0.010281136067269603,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.4165802158861931,0.3847980526634875,0.5834197841138069,0.031782163222705606,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.3714753855764771,0.366318204693591,0.6285246144235229,0.005157180882886081,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Child Care,child care,2,2,2,2,False,0.20663245174081513,0.3390969761641119,0.7933675482591849,-0.13246452442329676,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Crime,crime,4,4,4,12,True,0.42176640687907974,0.4584476793876211,0.5782335931209203,-0.03668127250854136,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Drug Testing,drug testing,2,2,2,2,False,0.41712936268694545,0.41169940466176574,0.5828706373130546,0.005429958025179704,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Family Finance,family finance,5,5,5,20,True,0.38634702005335403,0.3838773762652186,0.6136529799466459,0.0024696437881354116,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Job Benefits,job benefits,5,5,5,20,True,0.43345443301759357,0.4224830863949761,0.5665455669824064,0.01097134662261745,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Music,music,2,2,2,2,False,0.34155187069418425,0.3740835595074069,0.6584481293058158,-0.03253168881322266,exploratory,False
P2,C1-P2,C3-P2,C1,C3,News Media,news media,4,4,4,12,True,0.3006903350849601,0.3345047630901495,0.6993096649150399,-0.033814428005189356,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Recycling,recycling,3,3,3,6,True,0.5154697397300773,0.5069043586868937,0.48453026026992274,0.008565381043183606,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Taxes,taxes,2,2,2,2,False,0.2805839785031004,0.3164614996043288,0.7194160214968996,-0.03587752110122838,exploratory,False
P2,C1-P2,C3-P2,C1,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.3897575254143008,0.4099728029929672,0.6102424745856991,-0.02021527757866637,exploratory,False
P2,C1-P2,C4-P2,C1,C4,Buying A Car,buying a car,2,2,2,2,False,0.4315118535341077,0.41197803196133553,0.5684881464658923,0.01953382157277217,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.31945918214322994,0.35352237915794094,0.68054081785677,-0.034063197014711,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.41078098476144903,0.4132361446383709,0.589219015238551,-0.002455159876921853,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Child Care,child care,2,2,2,2,False,0.2616450978514156,0.2850037001611907,0.7383549021485845,-0.0233586023097751,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Crime,crime,4,4,4,12,True,0.4024860901374953,0.43982882192112527,0.5975139098625046,-0.03734273178362996,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Drug Testing,drug testing,2,2,2,2,False,0.3776611324600398,0.34082048091768175,0.6223388675399601,0.03684065154235805,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Family Finance,family finance,5,5,5,20,True,0.38043716830336927,0.41654413084515507,0.6195628316966307,-0.0361069625417858,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Job Benefits,job benefits,5,5,5,20,True,0.3842136790553855,0.3638018265319747,0.6157863209446145,0.020411852523410823,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Music,music,2,2,2,2,False,0.32797717871037363,0.32054351151830346,0.6720228212896264,0.00743366719207017,exploratory,True
P2,C1-P2,C4-P2,C1,C4,News Media,news media,4,4,4,12,True,0.3474079275725609,0.38010407711931365,0.6525920724274391,-0.03269614954675276,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Recycling,recycling,3,3,3,6,True,0.4959063414809435,0.49976843394926246,0.5040936585190565,-0.0038620924683189783,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Taxes,taxes,2,2,2,2,False,0.3007083711766052,0.31098972913064227,0.6992916288233948,-0.010281357954037063,exploratory,True
P2,C1-P2,C4-P2,C1,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.37768703396756353,0.38185004553165725,0.6223129660324365,-0.00416301156409371,exploratory,True
P2,C2-P2,C3-P2,C2,C3,Buying A Car,buying a car,2,2,2,2,False,0.3287551100516503,0.3228948728602826,0.6712448899483496,0.00586023719136769,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Capital Punishment,capital punishment,2,2,2,2,False,0.4618783342792485,0.45986738825318163,0.5381216657207515,0.0020109460260668843,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.33519506163585433,0.3673011944845431,0.6648049383641457,-0.032106132848688795,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Child Care,child care,2,2,2,2,False,0.26090960867116003,0.2632568231985273,0.73909039132884,-0.0023472145273672473,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Crime,crime,4,4,4,12,True,0.38773212417953373,0.3798325515802092,0.6122678758204663,0.007899572599324556,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Drug Testing,drug testing,2,2,2,2,False,0.3695928233620852,0.31515595925439005,0.6304071766379148,0.05443686410769516,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Family Finance,family finance,5,5,5,20,True,0.38036564662033967,0.3854864113907113,0.6196343533796603,-0.005120764770371655,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Job Benefits,job benefits,5,5,5,20,True,0.3358515284718834,0.3522765648741174,0.6641484715281166,-0.016425036402234028,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Music,music,2,2,2,2,False,0.29561857683091963,0.33348776486541903,0.7043814231690804,-0.0378691880344994,exploratory,False
P2,C2-P2,C3-P2,C2,C3,News Media,news media,4,4,4,12,True,0.2800934421973248,0.29542067830055685,0.7199065578026752,-0.015327236103232056,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Recycling,recycling,3,3,3,6,True,0.4039778798454033,0.43864070237664327,0.5960221201545968,-0.03466282253123998,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Taxes,taxes,2,2,2,2,False,0.3063983176772362,0.30009042941997865,0.6936016823227638,0.006307888257257532,exploratory,False
P2,C2-P2,C3-P2,C2,C3,Trial By Jury,trial by jury,6,6,6,30,True,0.345624802658593,0.33893203388364923,0.6543751973414069,0.006692768774943791,exploratory,False
P2,C2-P2,C4-P2,C2,C4,Buying A Car,buying a car,2,2,2,2,False,0.31360886939778226,0.28402085252062315,0.6863911306022177,0.029588016877159118,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.3458958988744603,0.39057844751841175,0.6541041011255397,-0.044682548643951436,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.3720758216035246,0.35529963376593005,0.6279241783964754,0.016776187837594547,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Child Care,child care,2,2,2,2,False,0.3094312469394234,0.31814058551023366,0.6905687530605766,-0.008709338570810243,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Crime,crime,4,4,4,12,True,0.40039587514612585,0.40941464931887955,0.5996041248538742,-0.009018774172753707,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Drug Testing,drug testing,2,2,2,2,False,0.3648205072539212,0.3170739238777885,0.6351794927460788,0.04774658337613269,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Family Finance,family finance,5,5,5,20,True,0.36580710499017294,0.36118259544103376,0.634192895009827,0.0046245095491391774,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Job Benefits,job benefits,5,5,5,20,True,0.3246075429934572,0.33967637365058084,0.6753924570065428,-0.015068830657123666,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Music,music,2,2,2,2,False,0.27418590449215496,0.35421311580357007,0.725814095507845,-0.0800272113114151,exploratory,True
P2,C2-P2,C4-P2,C2,C4,News Media,news media,4,4,4,12,True,0.3453323992090981,0.32631502825150527,0.6546676007909019,0.019017370957592816,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Recycling,recycling,3,3,3,6,True,0.39740246773363,0.4154243259071166,0.6025975322663699,-0.01802185817348656,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Taxes,taxes,2,2,2,2,False,0.23495234428493195,0.22735094790905097,0.765047655715068,0.0076013963758809755,exploratory,True
P2,C2-P2,C4-P2,C2,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.3319672712770565,0.3333645173109609,0.6680327287229435,-0.001397246033904398,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Buying A Car,buying a car,2,2,2,2,False,0.3599746299931345,0.4284616646287728,0.6400253700068654,-0.06848703463563827,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Capital Punishment,capital punishment,2,2,2,2,False,0.4934992629244122,0.49884663867177964,0.5065007370755878,-0.005347375747367433,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Care Of The Elderly,care of the elderly,5,5,5,20,True,0.431879091452949,0.42773860670167385,0.568120908547051,0.004140484751275153,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Child Care,child care,2,2,2,2,False,0.27468535871171956,0.3077641319022055,0.7253146412882805,-0.03307877319048591,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Crime,crime,4,4,4,12,True,0.46463198162013986,0.48002715320110106,0.5353680183798601,-0.015395171580961209,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Drug Testing,drug testing,2,2,2,2,False,0.4927545997049695,0.4348293348160943,0.5072454002950305,0.05792526488887517,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Family Finance,family finance,5,5,5,20,True,0.463703663575768,0.42815490001975487,0.536296336424232,0.03554876355601311,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Job Benefits,job benefits,5,5,5,20,True,0.4294410091308068,0.42064010675442665,0.5705589908691933,0.008800902376380149,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Music,music,2,2,2,2,False,0.3284425789179017,0.33237671435945454,0.6715574210820983,-0.003934135441552855,exploratory,True
P2,C3-P2,C4-P2,C3,C4,News Media,news media,4,4,4,12,True,0.4318369571904399,0.3968132735529493,0.5681630428095601,0.03502368363749059,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Recycling,recycling,3,3,3,6,True,0.47673344537631196,0.528011014226964,0.5232665546236881,-0.05127756885065199,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Taxes,taxes,2,2,2,2,False,0.2973162836646886,0.2907682451133298,0.7026837163353115,0.00654803855135877,exploratory,True
P2,C3-P2,C4-P2,C3,C4,Trial By Jury,trial by jury,6,6,6,30,True,0.3990642729675878,0.3898219180905497,0.6009357270324123,0.009242354877038061,exploratory,True
