condition,architecture,prompt_level,topic,topic_key,n_generated,n_human_pool,primary_eligible,generated_route_reuse,human_pool_matched_reuse,human_subsample_mean_q025,human_subsample_mean_q975,excess_route_reuse,human_subsample_nearest_p95,generated_above_human_nearest_p95_rate,human_subsample_upper_tail_fraction
C3-P2,C3,P2,Trial By Jury,trial by jury,6,31,True,0.4746630716872476,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.21128112932710463,0.3273868097798356,1.0,0.0004997501249375312
C4-P2,C4,P2,Buying A Car,buying a car,2,34,False,0.3984483558749198,0.2066447785338288,0.10628098307131573,0.30305771467114717,0.191803577341091,0.2832728821566214,1.0,0.0004997501249375312
C4-P2,C4,P2,Capital Punishment,capital punishment,2,32,False,0.46965801642897087,0.19238287094211587,0.10841411063407502,0.3003146231129681,0.277275145486855,0.2818209948324582,1.0,0.0004997501249375312
C4-P2,C4,P2,Care Of The Elderly,care of the elderly,5,28,True,0.5164567339756054,0.24218862559234747,0.194573812333379,0.2921885055178295,0.274268108383258,0.3131175772213094,1.0,0.0004997501249375312
C4-P2,C4,P2,Child Care,child care,2,28,False,0.4071803011763725,0.18150468683028292,0.1021717824715046,0.262973242997363,0.22567561434608957,0.25223546774185035,1.0,0.0004997501249375312
C4-P2,C4,P2,Crime,crime,4,27,True,0.5315923751069338,0.2146920722765111,0.15554743930825649,0.27111669868359023,0.3169003028304227,0.2860337423141406,1.0,0.0004997501249375312
C4-P2,C4,P2,Drug Testing,drug testing,2,27,False,0.3791948176416452,0.18898735043207116,0.09561729732505808,0.2880351699846894,0.19020746720957404,0.27271195436873563,1.0,0.0004997501249375312
C4-P2,C4,P2,Family Finance,family finance,5,28,True,0.5403538384740895,0.2504180170367064,0.1967415245035453,0.2996552191514691,0.28993582143738306,0.31253958326743514,1.0,0.0004997501249375312
C4-P2,C4,P2,Job Benefits,job benefits,5,26,True,0.543126405336757,0.20047845568140682,0.16292677250270424,0.2397873217002184,0.3426479496553502,0.2517635522655035,1.0,0.0004997501249375312
C4-P2,C4,P2,Music,music,2,25,False,0.27916573238230014,0.20272081735735828,0.09998765304070416,0.3102439578316285,0.07644491502494186,0.2865766450218351,0.0,0.07796101949025487
C4-P2,C4,P2,News Media,news media,4,31,True,0.5070741008596468,0.26056405337575117,0.1999385061820257,0.32610254434188324,0.2465100474838956,0.3356762468742268,1.0,0.0004997501249375312
C4-P2,C4,P2,Recycling,recycling,3,35,True,0.5233073301042466,0.21650655279142564,0.1522517430456716,0.2846138218807809,0.30680077731282096,0.2896303252421456,1.0,0.0004997501249375312
C4-P2,C4,P2,Taxes,taxes,2,26,False,0.2786428506170362,0.19513866292997903,0.10179627271951452,0.2984695850268577,0.08350418768705717,0.2729145272467355,1.0,0.04897551224387806
C4-P2,C4,P2,Trial By Jury,trial by jury,6,31,True,0.4470759219180975,0.26338194236014295,0.21796449393168016,0.3047486007306206,0.18369397955795452,0.3273868097798356,1.0,0.0004997501249375312
