prompt_level,left_condition,right_condition,left_architecture,right_architecture,conversation_no,topic,topic_key,same_input_route_similarity,architecture_route_displacement,alignment_path,analysis_role
P0,C1-P0,C4-P0,C1,C4,4362,Public Education,public education,0.2839069063051819,0.7160930936948181,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4096,Recycling,recycling,0.5571043329359493,0.4428956670640507,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4329,Recycling,recycling,0.36715250356282647,0.6328474964371735,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4358,Recycling,recycling,0.47779183729363983,0.5222081627063602,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4360,Social Change,social change,0.4332185082107669,0.5667814917892331,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,2451,Soviet Union,soviet union,0.28029196249984767,0.7197080375001523,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4333,Taxes,taxes,0.07751657985432181,0.9224834201456782,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4372,Taxes,taxes,0.1486741942895632,0.8513258057104368,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4036,Trial By Jury,trial by jury,0.43303497325593765,0.5669650267440624,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4148,Trial By Jury,trial by jury,0.4598493947310205,0.5401506052689795,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4152,Trial By Jury,trial by jury,0.42260797868999045,0.5773920213100096,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4321,Trial By Jury,trial by jury,0.44138251355505576,0.5586174864449442,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4327,Trial By Jury,trial by jury,0.3898898021181023,0.6101101978818977,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,4617,Trial By Jury,trial by jury,0.32777330564942597,0.672226694350574,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C1-P0,C4-P0,C1,C4,2095,Weather Climate,weather climate,0.4086767034973853,0.5913232965026147,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4382,Air Pollution,air pollution,0.46924549966949747,0.5307545003305025,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4339,Buying A Car,buying a car,0.32221273557725905,0.677787264422741,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4356,Buying A Car,buying a car,0.31900473354236514,0.6809952664576349,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4133,Capital Punishment,capital punishment,0.37555453099966263,0.6244454690003374,"[[0,0],[0,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4341,Capital Punishment,capital punishment,0.5357690160522053,0.4642309839477947,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,3902,Care Of The Elderly,care of the elderly,0.4124759471014082,0.5875240528985918,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4108,Care Of The Elderly,care of the elderly,0.3191454814804283,0.6808545185195717,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4166,Care Of The Elderly,care of the elderly,0.4067249183092393,0.5932750816907607,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4619,Care Of The Elderly,care of the elderly,0.3343130290814672,0.6656869709185328,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4646,Care Of The Elderly,care of the elderly,0.30870597577452996,0.69129402422547,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4325,Child Care,child care,0.4694626154751197,0.5305373845248803,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4877,Child Care,child care,0.33560498066794153,0.6643950193320585,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4316,Crime,crime,0.5659009764223738,0.4340990235776262,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4320,Crime,crime,0.4982182296347587,0.5017817703652413,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4336,Crime,crime,0.5353601030844735,0.46463989691552654,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4340,Crime,crime,0.4466748991451478,0.5533251008548522,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4048,Drug Testing,drug testing,0.29330561546125133,0.7066943845387487,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4330,Drug Testing,drug testing,0.38308572736652624,0.6169142726334738,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4103,Family Finance,family finance,0.3109736108170055,0.6890263891829945,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4104,Family Finance,family finance,0.41712767660536965,0.5828723233946304,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4353,Family Finance,family finance,0.375141359491838,0.624858640508162,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4379,Family Finance,family finance,0.3391284774478549,0.6608715225521451,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4688,Family Finance,family finance,0.35730729906397896,0.642692700936021,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,3389,Football,football,0.4172434192826556,0.5827565807173444,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4060,Job Benefits,job benefits,0.46190689686713604,0.538093103132864,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4109,Job Benefits,job benefits,0.46721133155574257,0.5327886684442574,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4171,Job Benefits,job benefits,0.4198248326919065,0.5801751673080935,"[[0,0],[0,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4319,Job Benefits,job benefits,0.41538495838044565,0.5846150416195544,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4628,Job Benefits,job benefits,0.3672077938439531,0.6327922061560469,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4168,Music,music,0.35976454001834746,0.6402354599816525,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4312,Music,music,0.4580038169164993,0.5419961830835007,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4082,News Media,news media,0.38772828335300724,0.6122717166469928,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4177,News Media,news media,0.39744973460281097,0.602550265397189,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4345,News Media,news media,0.3409511449559194,0.6590488550440806,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4611,News Media,news media,0.4017065418349991,0.5982934581650009,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4362,Public Education,public education,0.439960756342443,0.560039243657557,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4096,Recycling,recycling,0.42975294061059366,0.5702470593894063,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4329,Recycling,recycling,0.39786124017076163,0.6021387598292384,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4358,Recycling,recycling,0.5438566438056525,0.45614335619434754,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4360,Social Change,social change,0.4469391414338244,0.5530608585661756,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,2451,Soviet Union,soviet union,0.18029775069508402,0.819702249304916,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4333,Taxes,taxes,0.421564497816476,0.578435502183524,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4372,Taxes,taxes,0.2562827583190399,0.7437172416809601,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4036,Trial By Jury,trial by jury,0.40619634988276965,0.5938036501172304,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4148,Trial By Jury,trial by jury,0.5101505822006673,0.48984941779933266,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4152,Trial By Jury,trial by jury,0.40704779373426025,0.5929522062657397,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4321,Trial By Jury,trial by jury,0.2889839523748794,0.7110160476251206,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4327,Trial By Jury,trial by jury,0.3621531545676553,0.6378468454323447,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,4617,Trial By Jury,trial by jury,0.3944383965142415,0.6055616034857585,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C3-P0,C2,C3,2095,Weather Climate,weather climate,0.36795399866907796,0.632046001330922,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4382,Air Pollution,air pollution,0.4892767405456314,0.5107232594543686,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4339,Buying A Car,buying a car,0.19461677747170336,0.8053832225282966,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4356,Buying A Car,buying a car,0.35745168116126713,0.6425483188387329,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4133,Capital Punishment,capital punishment,0.3991806663421531,0.6008193336578469,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4341,Capital Punishment,capital punishment,0.5309987813519234,0.46900121864807665,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,3902,Care Of The Elderly,care of the elderly,0.4206477602896379,0.5793522397103621,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4108,Care Of The Elderly,care of the elderly,0.29688594533249113,0.7031140546675089,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4166,Care Of The Elderly,care of the elderly,0.30012909838359203,0.699870901616408,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4619,Care Of The Elderly,care of the elderly,0.5050111026871676,0.49498889731283235,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4646,Care Of The Elderly,care of the elderly,0.2911544534831537,0.7088455465168463,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4325,Child Care,child care,0.3299102238308239,0.6700897761691761,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4877,Child Care,child care,0.323574760782833,0.676425239217167,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4316,Crime,crime,0.4770176490366108,0.5229823509633892,"[[0,0],[1,1],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4320,Crime,crime,0.5930557445836117,0.40694425541638835,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4336,Crime,crime,0.5574909668857267,0.44250903311427325,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4340,Crime,crime,0.4606962691803449,0.5393037308196551,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4048,Drug Testing,drug testing,0.4336310975236578,0.5663689024763422,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4330,Drug Testing,drug testing,0.48358929060708444,0.5164107093929156,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4103,Family Finance,family finance,0.3817911287351652,0.6182088712648348,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4104,Family Finance,family finance,0.350118557506096,0.649881442493904,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4353,Family Finance,family finance,0.504258723625962,0.495741276374038,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4379,Family Finance,family finance,0.3951745677008609,0.6048254322991391,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4688,Family Finance,family finance,0.478444775399653,0.521555224600347,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,3389,Football,football,0.37243281829688213,0.6275671817031179,"[[0,0],[1,0],[2,1],[3,2],[4,3],[5,4],[6,5],[7,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4060,Job Benefits,job benefits,0.4833145282604563,0.5166854717395437,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4109,Job Benefits,job benefits,0.4245347557600512,0.5754652442399488,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4171,Job Benefits,job benefits,0.5946283122419919,0.40537168775800814,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4319,Job Benefits,job benefits,0.2928541350244459,0.7071458649755541,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4628,Job Benefits,job benefits,0.4197327363054424,0.5802672636945576,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4168,Music,music,0.35036710136680926,0.6496328986331907,"[[0,0],[1,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4312,Music,music,0.3937197988859813,0.6062802011140187,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4082,News Media,news media,0.40480630070503154,0.5951936992949685,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4177,News Media,news media,0.2730075070524983,0.7269924929475017,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4345,News Media,news media,0.3307857079010935,0.6692142920989065,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4611,News Media,news media,0.38325068706949916,0.6167493129305008,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4362,Public Education,public education,0.47234078837111004,0.52765921162889,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4096,Recycling,recycling,0.4675577573744357,0.5324422426255643,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4329,Recycling,recycling,0.4042299208152611,0.5957700791847389,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4358,Recycling,recycling,0.5340485227201914,0.46595147727980857,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4360,Social Change,social change,0.4044879404969913,0.5955120595030087,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,2451,Soviet Union,soviet union,0.43177208307830517,0.5682279169216948,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4333,Taxes,taxes,0.4991835111967171,0.5008164888032829,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4372,Taxes,taxes,0.07344095284561691,0.9265590471543831,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4036,Trial By Jury,trial by jury,0.4554492483822228,0.5445507516177772,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4148,Trial By Jury,trial by jury,0.5377771569060688,0.46222284309393125,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4152,Trial By Jury,trial by jury,0.40768420888011847,0.5923157911198815,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4321,Trial By Jury,trial by jury,0.41863744608939846,0.5813625539106015,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4327,Trial By Jury,trial by jury,0.3459769935603857,0.6540230064396143,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,4617,Trial By Jury,trial by jury,0.44276871109128013,0.5572312889087199,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C2-P0,C4-P0,C2,C4,2095,Weather Climate,weather climate,0.2443809932586739,0.7556190067413261,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4382,Air Pollution,air pollution,0.47445242943628707,0.5255475705637129,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4339,Buying A Car,buying a car,0.262901046406833,0.737098953593167,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4356,Buying A Car,buying a car,0.33829440450367443,0.6617055954963256,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4133,Capital Punishment,capital punishment,0.5092924332053939,0.49070756679460614,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4341,Capital Punishment,capital punishment,0.5742625739263125,0.4257374260736875,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,3902,Care Of The Elderly,care of the elderly,0.5654682212369386,0.43453177876306137,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4108,Care Of The Elderly,care of the elderly,0.4809915495885446,0.5190084504114554,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4166,Care Of The Elderly,care of the elderly,0.3584206860095158,0.6415793139904842,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4619,Care Of The Elderly,care of the elderly,0.3125908043257699,0.6874091956742301,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4646,Care Of The Elderly,care of the elderly,0.44760344959736487,0.5523965504026351,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4325,Child Care,child care,0.3616054307745522,0.6383945692254478,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4877,Child Care,child care,0.3789431174904303,0.6210568825095697,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4316,Crime,crime,0.533390253923459,0.46660974607654104,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4320,Crime,crime,0.5420293606932386,0.4579706393067614,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4336,Crime,crime,0.5930178713773133,0.4069821286226867,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4340,Crime,crime,0.5135349222798082,0.48646507772019176,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4048,Drug Testing,drug testing,0.35530217621287663,0.6446978237871234,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4330,Drug Testing,drug testing,0.3294498115728668,0.6705501884271332,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4103,Family Finance,family finance,0.39388221016168223,0.6061177898383178,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4104,Family Finance,family finance,0.36325963419386154,0.6367403658061385,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7]]",exploratory
P0,C3-P0,C4-P0,C3,C4,4353,Family Finance,family finance,0.3432251330247298,0.6567748669752702,"[[0,0],[0,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,7],[7,7]]",exploratory
