condition,architecture,prompt_level,topic,topic_key,n_generated,n_human_pool,primary_eligible,generated_route_reuse,human_pool_matched_reuse,human_subsample_mean_q025,human_subsample_mean_q975,excess_route_reuse,human_subsample_nearest_p95,generated_above_human_nearest_p95_rate,human_subsample_upper_tail_fraction
C3-P2,C3,P2,Trial By Jury,trial by jury,6,31,True,0.4363703317185026,0.25625486661021235,0.2096754854042313,0.301411847785403,0.18011546510829024,0.3216103872822931,1.0,0.0004997501249375312
C4-P2,C4,P2,Buying A Car,buying a car,2,34,False,0.3875917688239985,0.20474130916405517,0.11669563741891886,0.2944891932778733,0.18285045965994332,0.28064077504492047,1.0,0.0004997501249375312
C4-P2,C4,P2,Capital Punishment,capital punishment,2,32,False,0.48490296776523023,0.18797567607046253,0.09666182978350203,0.2918074711157862,0.2969272916947677,0.27771647436362906,1.0,0.0004997501249375312
C4-P2,C4,P2,Care Of The Elderly,care of the elderly,5,28,True,0.5072492785529812,0.23231161920089016,0.19723502217881209,0.2701473966950145,0.274937659352091,0.2828564823069304,1.0,0.0004997501249375312
C4-P2,C4,P2,Child Care,child care,2,28,False,0.3754306044354496,0.18280167450823567,0.10570672094941702,0.2594737338430566,0.19262892992721395,0.24803175969911873,1.0,0.0004997501249375312
C4-P2,C4,P2,Crime,crime,4,27,True,0.4665520372527573,0.21826373481924025,0.16278284028622594,0.27673269032549225,0.24828830243351704,0.2945057345104226,1.0,0.0004997501249375312
C4-P2,C4,P2,Drug Testing,drug testing,2,27,False,0.3411285095001494,0.18750095028995492,0.09470423575537402,0.2945034676487067,0.15362755921019447,0.26847342044934186,1.0,0.0014992503748125937
C4-P2,C4,P2,Family Finance,family finance,5,28,True,0.49627699704194467,0.25703138792833263,0.21305915300392134,0.29870810935720243,0.23924560911361203,0.31503129585115286,1.0,0.0004997501249375312
C4-P2,C4,P2,Job Benefits,job benefits,5,26,True,0.5186729761851623,0.2056129447580133,0.16661961568232642,0.24450828475809552,0.313060031427149,0.2660297159633672,1.0,0.0004997501249375312
C4-P2,C4,P2,Music,music,2,25,False,0.272124008762206,0.21742912349074311,0.12382692461733225,0.3169419756761527,0.05469488527146288,0.30575528023547804,0.0,0.12093953023488256
C4-P2,C4,P2,News Media,news media,4,31,True,0.4782182606025539,0.24260938003927646,0.18006543199683983,0.3088372281616216,0.23560888056327745,0.31870660998647304,1.0,0.0004997501249375312
C4-P2,C4,P2,Recycling,recycling,3,35,True,0.478970435525736,0.21747613519969583,0.15487424081665527,0.2887024674135204,0.26149430032604015,0.2932721699020787,1.0,0.0004997501249375312
C4-P2,C4,P2,Taxes,taxes,2,26,False,0.32131940743851806,0.20844165581151233,0.10743530166968074,0.3136433859884644,0.11287775162700572,0.2888392520862578,1.0,0.009495252373813094
C4-P2,C4,P2,Trial By Jury,trial by jury,6,31,True,0.41142104194020784,0.25625486661021235,0.2096754854042313,0.301411847785403,0.1551661753299955,0.3216103872822931,1.0,0.0004997501249375312
